40.77.167.98 bot - "2019-02-11 01:59:42" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/61/32 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
168.235.205.54 - - "2019-02-11 03:34:07" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J500G Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.7.1173 Mobile Safari/537.36"
115.164.213.171 - - "2019-02-11 03:34:08" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J500G Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.7.1173 Mobile Safari/537.36"
115.164.213.171 - - "2019-02-11 03:34:09" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J500G Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.7.1173 Mobile Safari/537.36"
115.164.213.171 - - "2019-02-11 03:34:11" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J500G Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.7.1173 Mobile Safari/537.36"
66.249.71.73 bot - "2019-02-11 05:11:53" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/60/31 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
64.233.173.45 - - "2019-02-11 05:15:10" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
64.233.173.45 - - "2019-02-11 05:15:37" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/9 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
64.233.173.43 - - "2019-02-11 05:15:41" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/9 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
64.233.173.41 - - "2019-02-11 05:16:11" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
64.233.173.45 - - "2019-02-11 05:16:38" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"
