40.77.167.129 bot - "2019-03-04 00:13:37" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/8 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
182.1.47.159 - - "2019-03-04 00:13:57" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/3/3 200 "Mozilla/5.0 (Windows NT 6.1; rv:65.0) Gecko/20100101 Firefox/65.0"
182.1.46.90 - - "2019-03-04 00:16:32" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/3/3 200 "Mozilla/5.0 (Windows NT 6.1; rv:65.0) Gecko/20100101 Firefox/65.0"
182.1.46.90 - - "2019-03-04 00:16:56" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/3/3 200 "Mozilla/5.0 (Windows NT 6.1; rv:65.0) Gecko/20100101 Firefox/65.0"
202.80.216.79 - - "2019-03-04 00:57:06" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/93/64 200 "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.119 Safari/537.36"
141.0.13.208 - - "2019-03-04 00:57:54" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Opera/9.80 (J2ME/MIDP; Opera Mini/4.5.40380/133.73; U; ms) Presto/2.12.423 Version/12.16"
141.0.13.208 - - "2019-03-04 00:58:39" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/105/76 200 "Opera/9.80 (J2ME/MIDP; Opera Mini/4.5.40380/133.73; U; ms) Presto/2.12.423 Version/12.16"
64.233.173.33 - - "2019-03-04 01:06:21" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/60/31 200 "Mozilla/5.0 (Linux; Android 5.1; A1601 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
64.233.173.36 - - "2019-03-04 01:13:27" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/60/31 200 "Mozilla/5.0 (Linux; Android 5.1; A1601 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36"
40.77.167.153 bot - "2019-03-04 01:20:00" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/27 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.91 bot - "2019-03-04 02:47:18" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/3 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.71.66 bot - "2019-03-04 03:32:06" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/91/62 200 "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
64.233.173.39 - - "2019-03-04 03:36:58" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/138/108 200 "Mozilla/5.0 (Linux; Android 8.1.0; vivo 1802) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.105 Mobile Safari/537.36"
