54.208.102.37 - - "2019-08-28 00:00:00" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
107.21.1.8 - - "2019-08-28 00:00:02" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (compatible; DuckDuckGo-Favicons-Bot/1.0; +http://duckduckgo.com)"
157.55.39.223 bot - "2019-08-28 00:39:31" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/19 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
141.0.9.143 - - "2019-08-28 00:52:21" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/52/23 200 "Mozilla/5.0 (Linux; U; Android 6.0; S4Z Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/43.3.2254.141404"
37.9.113.20 bot - "2019-08-28 01:30:28" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/237 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
207.46.13.241 bot - "2019-08-28 01:31:13" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/107 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
34.221.232.232 - - "2019-08-28 01:35:48" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36"
46.229.168.143 - - "2019-08-28 01:36:14" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/60 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
112.215.219.11 - - "2019-08-28 01:53:15" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/210/178 200 "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J111F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36"
112.215.219.11 - - "2019-08-28 01:53:16" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/210/178 200 "Mozilla/5.0 (Linux; Android 5.1.1; SM-J111F Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36"
112.215.219.11 - - "2019-08-28 01:53:16" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/210/178 200 "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J111F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36"
112.215.219.11 - - "2019-08-28 01:53:21" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/210/178 200 "Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-J111F Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.5 Chrome/38.0.2125.102 Mobile Safari/537.36"
64.233.173.36 - - "2019-08-28 01:58:01" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/97/68 200 "Mozilla/5.0 (Linux; Android 5.1; A1601) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
46.229.168.152 - - "2019-08-28 01:58:09" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/124 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
157.55.39.223 bot - "2019-08-28 02:11:56" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/197 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.229.168.143 - - "2019-08-28 02:16:19" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/135 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
157.55.39.191 bot - "2019-08-28 02:24:57" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/36/16 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.229.168.163 - - "2019-08-28 02:30:53" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/4 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
46.229.168.138 - - "2019-08-28 02:34:04" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/149 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
40.77.167.59 bot - "2019-08-28 02:41:52" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/54/25 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.229.168.146 - - "2019-08-28 02:46:02" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/210/178 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
40.77.167.59 bot - "2019-08-28 03:35:25" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/48 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
46.229.168.134 - - "2019-08-28 03:54:35" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/118 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
157.55.39.223 bot - "2019-08-28 04:16:18" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/36 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
157.55.39.223 bot - "2019-08-28 04:30:58" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/9 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
64.233.173.39 - - "2019-08-28 04:40:53" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.39 - - "2019-08-28 04:40:55" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.36 - - "2019-08-28 04:41:03" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/35 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.39 - - "2019-08-28 04:41:08" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.39 - - "2019-08-28 04:41:12" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/35 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.39 - - "2019-08-28 04:41:33" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
64.233.173.33 - - "2019-08-28 04:41:39" http://mabasan.kemdikbud.go.id/index.php/MABASAN/issue/view/35 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
46.229.168.150 - - "2019-08-28 04:46:23" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/view/175 200 "Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html)"
66.102.6.7 - - "2019-08-28 05:04:21" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/55/26 200 "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19"
66.102.6.2 - - "2019-08-28 05:08:52" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/85/56 200 "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19"
66.102.6.5 - - "2019-08-28 05:13:49" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/116/86 200 "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19"
157.55.39.191 bot - "2019-08-28 05:17:23" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/165/135 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.88.95 - - "2019-08-28 05:29:08" http://mabasan.kemdikbud.go.id/index.php/MABASAN/article/download/124/94 200 "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19"
64.233.173.33 - - "2019-08-28 05:40:25" http://mabasan.kemdikbud.go.id/index.php/MABASAN/index 200 "Mozilla/5.0 (Linux; Android 7.1.1; CPH1723) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
